cod_alumno,cod_semestre,cod_facultad,cod_escuela,num_res_autoriza,cod_tipo_autorizacion
18010324,20201,1,1,RD 0754-D-FM-2020                       ,AM 
13010637,20201,1,1,RD. 0365-D-FM-2020                      ,AM 
16010286,20201,1,1,RD. 0367-D-FM-2020                      ,AM 
16010286,20201,1,1,RD. 0367-D-FM-2020                      ,AM 
13010430,20201,1,1,RD. 0368-D-FM-2020                      ,AM 
13010430,20201,1,1,RD. 0368-D-FM-2020                      ,AM 
18010013,20201,1,1,RD 0727-D-FM-2020                       ,AM 
18010013,20201,1,1,RD 0727-D-FM-2020                       ,AM 
18010027,20201,1,1,RD 0725-D-FM-2020                       ,AM 
16010296,20201,1,1,RD 0724-D-FM-2020                       ,AM 
17010235,20201,1,1,RD 0728-D-FM-2020                       ,AM 
18010316,20201,1,1,RD 0728-D-FM-2020                       ,AM 
18010335,20201,1,1,RD 0728-D-FM-2020                       ,AM 
18010369,20201,1,1,RD 0728-D-FM-2020                       ,AM 
18010027,20202,1,1,RD 001287-DFM-2020                      ,AM 
18010013,20202,1,1,RD 001285-D-FM-2020                     ,AM 
13010430,20202,1,1,RD 001284-D-FM-2020                     ,AM 
16010286,20202,1,1,RD 001286-DM-FM-2020                    ,TO 
18010324,20202,1,1,RD 001283-D-FM-2020                     ,TO 
14010043,20201,1,2,RD 0681-D-FM-2020                       ,TO 
15010352,20201,1,2,RD. 0559-D-FM-2020                      ,TO 
15010148,20201,1,3,RD 753-D-FM-2020                        ,TO 
14010380,20201,1,3,RD 0700-D-FM-2020                       ,TO 
14010376,20201,1,3,RD 0700-D-FM-2020                       ,TO 
15010403,20202,1,3,RD 001314-D-FM-2020                     ,TO 
17010113,20202,1,3,RD 001314-D-FM-2020                     ,TO 
17010419,20202,1,3,RD 001314-D-FM-2020                     ,TO 
15010148,20202,1,3,RD 0753-D-FM-202                        ,TO 
14010123,20201,1,4,RD 0749-D-FM-2020                       ,TO 
14010123,20201,1,4,RD 0920-D-FM-202|                       ,TO 
18010504,20201,1,4,RD 0711-D-FM-2020                       ,TO 
10010142,20201,1,4,RD 0342-D-FM-2020                       ,TO 
14010445,20201,1,4,RD. 0343-D-FM-2020                      ,TO 
12010481,20201,1,4,RD. 0125-D-FM-2020                      ,TO 
14010466,20201,1,4,RD. 0124-D-FM-2020                      ,TO 
13010561,20201,1,4,RD. 0144-D-FM-2020                      ,TO 
14010114,20201,1,4,RD 0086-D-FM-2020                       ,TO 
18010186,20201,1,4,RD 0707-D-FM-2020                       ,TO 
18010518,20201,1,4,RD 0707-D-FM-2020                       ,TO 
18010543,20201,1,4,RD 0704-D-FM-2020                       ,TO 
9010324,20201,1,4,RD 0705-D-FM-2020                       ,TO 
12010542,20201,1,4,RD 0311-D-FM-2020                       ,TO 
18010152,20201,1,4,RD. 0310-D-FM-2020                      ,TO 
14010443,20201,1,4,RD. 0345-D-FM-2020                      ,TO 
18010192,20201,1,4,RD 0616-D+FM-2020                       ,TO 
17010472,20201,1,4,RD. 0613-D-FM-2020                      ,TO 
14010108,20201,1,4,RD. 0617-D-FM-2020                      ,TO 
4010112,20201,1,4,RD. 0618-D-FM-2020                      ,TO 
14010122,20201,1,4,RD. 0615-D-FM-2020                      ,TO 
14010122,20201,1,4,RD. 0615-D-FM-2020                      ,TO 
16010444,20201,1,4,RD. 0614-D-FM-2020                      ,AM 
16010451,20201,1,4,RD. 0620-D-FM-2020                      ,TO 
14010114,20201,1,4,RD 0216-D-FM-2020                       ,TO 
14010445,20201,1,4,RD. 0617-D-FM-2020                      ,TO 
17010484,20201,1,4,RD. 0613-D-FM-2020                      ,TO 
894733,20201,1,4,RD. 0576-D-FM-2020                      ,TO 
13010596,20201,1,4,RD. 0657-D-FM-2020                      ,TO 
16010462,20201,1,4,RD 0652-D-FM-2020                       ,TO 
12010481,20201,1,4,RD. 0651-D-FM-2020                      ,TO 
16010431,20201,1,4,RD. 0660-D-FM-2020                      ,TO 
16010431,20201,1,4,RD. 0660-D-FM-2020                      ,TO 
15010468,20201,1,4,RD. 0189-D-FM-2020                      ,TO 
15010468,20201,1,4,RD. 0144-D-FM-2020                      ,TO 
16010173,20201,1,4,RD 0654-D-FM-2020                       ,TO 
18010510,20201,1,4,RD 0678-D-FM-2020                       ,TO 
18010156,20201,1,4,RD 0679.D-FM-2020                       ,TO 
18010567,20201,1,4,RD 0679-D-FM-2020                       ,TO 
18010151,20201,1,4,RD 0679--FM-2020                        ,TO 
4010112,20202,1,4,RD 1312-D-FM-2020                       ,TO 
15010183,20202,1,4,RD 001313-D-FM-2020                     ,TO 
14010444,20202,1,4,RD 0716-D-FM-2020                       ,TO 
16010186,20202,1,4,RD 0714-D-FM-2020                       ,AM 
18010504,20202,1,4,RD 0711-D-FM-2020                       ,AM 
4010112,20202,1,4,RD 001125-D-FM-2020                     ,AM 
15010468,20202,1,4,RD 001121-D-FM-2020                     ,AM 
894733,20202,1,4,RD. 0447-D-FM-2020                      ,AM 
15010436,20202,1,4,0293-D-FM-2020                          ,AM 
13010580,20202,1,4,RD 0318 -D-FM-2020                      ,AM 
12010542,20202,1,4,RD 0311-D-FM-                           ,AM 
12010542,20202,1,4,RD 0311-D-FM-2020                       ,AM 
14010122,20202,1,4,RD 0615-D-FM-2020                       ,AM 
13010146,20202,1,4,RD 0535-D-FM-2020                       ,AM 
13010146,20202,1,4,RD 0535-D-FM-2020                       ,AM 
15010436,20202,1,4,RD 0699-D-FM-2020                       ,AM 
10010361,20202,1,4,RD. 0307-D-FM-2020                      ,AM 
10010361,20202,1,4,RD. 0307-D-FM-2020                      ,AM 
15010443,20202,1,4,RD. 0344-D-FM-2020                      ,AM 
13010130,20202,1,4,RD.0544-D-FM-2020                       ,AM 
14010424,20202,1,4,RD. 0543-D-FM-2020                      ,AM 
17010170,20202,1,4,RD. 0584-D-FM-2020                      ,AM 
16010493,20202,1,4,RD 001383-D-FM-2020                     ,TO 
13010581,20202,1,4,RD 001382-D-FM-2020                     ,AM 
15010513,20202,1,4,RD 001380-D-FM-2020                     ,AM 
17010449,20202,1,4,RD. 0622-D-FM-2020                      ,AM 
17010449,20202,1,4,RD. 0622-D-FM-2020|                     ,AM 
15010437,20202,1,4,RD. 0285-D-FM-2020                      ,AM 
16010451,20202,1,4,RD. 0620-D-FM-2020                      ,AM 
894733,20202,1,4,RD. 0619-D-FM-2020                      ,AM 
18010527,20202,1,4,RD. 0656-D-FM-2020                      ,AM 
14010480,20202,1,4,RD 0653-D-FM-2020                       ,AM 
15010496,20202,1,4,RD. 0661-D-FM-2020                      ,AM 
15010496,20202,1,4,RD. 0661-D-FM-2020                      ,AM 
15010496,20202,1,4,RD. 0661-D-FM-2020                      ,AM 
18010533,20202,1,4,RD 0655-D-FM-2020                       ,AM 
16010462,20202,1,4,RD 0652-D-FM-2020                       ,AM 
18010510,20202,1,4,RD 0678-D-FM-2020                       ,AM 
13010561,20202,1,4,RD 0144-D-FM-202                        ,AM 
11010478,20202,1,4,RD 001485-2020-D-FM                     ,AM 
14010107,20202,1,4,RD 000433-D-FM-2021                     ,AM 
15010196,20201,1,5,RD. 0432-D-FM-2020                      ,AM 
11010427,20201,1,5,RD 0545-D-FM-2020                       ,AM 
9010088,20202,1,5,RD 001486-D-FM-2020                     ,AM 
13010352,20202,1,5,RD 001542-D-FM-2020                     ,AM 
13020080,20201,2,2,RD N° 472-D-FD-2020                     ,AM 
1113780,20201,2,2,RD N° 470-D-FD-2020                     ,AM 
1113780,20201,2,2,RD N° 470-D-FD-2020                     ,AM 
15020225,20201,2,2,RD N° 467-D-FD-2020                     ,AM 
10020194,20201,2,2,RD N° 474-D-FD-2020                     ,AM 
10020194,20201,2,2,RD N° 474-D-FD-2020                     ,AM 
15020363,20201,2,2,RD N° 475-D-FD-2020                     ,AM 
15020363,20201,2,2,RD N° 475-D-FD-2020                     ,AM 
16020189,20201,2,2,RD N° 406-D-FD-2020                     ,AM 
11020135,20201,2,2,RD N° 422-D-FD-2020                     ,AM 
11020135,20201,2,2,RD N° 422-D-FD-2020                     ,AM 
1112375,20201,2,2,RD N° 423-D-FD-2020                     ,AM 
2020310,20201,2,2,RD N° 424-D-FD-2020                     ,AM 
2020310,20201,2,2,RD N° 424-D-FD-2020                     ,AM 
14020191,20201,2,2,RD N° 425-D-FD-2020                     ,AM 
8020046,20201,2,2,RD N° 427-D-FD-2020                     ,AM 
8020046,20201,2,2,RD N° 427-D-FD-2020                     ,AM 
16020045,20201,2,2,RD N° 428-D-FD-2020                     ,AM 
16020045,20201,2,2,RD N° 428-D-FD-2020                     ,AM 
13020012,20201,2,2,RD N° 429-D-FD-2020                     ,AM 
14020361,20201,2,2,RD N° 430-D-FD-2020                     ,AM 
14020361,20201,2,2,RD N° 430-D-FD-2020                     ,AM 
18020261,20201,2,2,RD N° 443-D-FD-2020                     ,AM 
17020048,20201,2,2,RD N° 444-D-FD-2020                     ,AM 
16020049,20201,2,2,RD N° 445-D-FD-2020                     ,AM 
8.00E+183,20201,2,2,RD N° 446-D-FD-2020                     ,AM 
17020293,20201,2,2,RD N° 448-D-FD-2020                     ,AM 
11020187,20201,2,2,RD N° 449-D-FD-2020                     ,AM 
11020187,20201,2,2,RD N° 449-D-FD-2020                     ,AM 
2020136,20201,2,2,RD N° 495-D-FD-2020                     ,AM 
2020136,20201,2,2,RD N° 495-D-FD-2020                     ,AM 
17020027,20201,2,2,RD N° 496-D-FD-2020                     ,AM 
17020027,20201,2,2,RD N° 496-D-FD-2020                     ,AM 
15020314,20201,2,2,RD N° 450-D-FD-2020                     ,AM 
15020314,20201,2,2,RD N° 450-D-FD-2020                     ,AM 
10020086,20201,2,2,RD N° 451-D-FD-2020                     ,AM 
10020086,20201,2,2,RD N° 451-D-FD-2020                     ,AM 
10020121,20201,2,2,RD N° 432-D-FD-2020                     ,AM 
114089,20201,2,2,RD N° 433-D-FD-2020                     ,AM 
12020246,20201,2,2,RD N° 434-D-FD-2020                     ,AM 
12020246,20201,2,2,RD N° 434-D-FD-2020                     ,AM 
10020134,20201,2,2,RD N° 438-D-FD-2020                     ,AM 
10020134,20201,2,2,RD N° 438-D-FD-2020                     ,AM 
15020327,20201,2,2,RD N° 452-D-FD-20                       ,AM 
15020273,20201,2,2,RD N° 453-D-FD-2020                     ,AM 
15020273,20201,2,2,RD N° 453-D-FD-2020                     ,AM 
17020310,20201,2,2,RD N° 456                               ,AM 
16020355,20201,2,2,RD N° 457-D-FD-2020                     ,AM 
11020055,20201,2,2,RD N° 458-D-FD-2020                     ,AM 
15020119,20201,2,2,RD N° 460-D-FD-2020                     ,AM 
13020287,20201,2,2,RD N° 312-D-FD-2020                     ,AM 
15020176,20201,2,2,RD N° 538-D-FD-2020                     ,AM 
13020005,20201,2,2,RD N° 539-D-FD-2020                     ,AM 
13020005,20201,2,2,RD N° 539-D-FD-2020                     ,AM 
11020021,20201,2,2,RD N° 542-D-FD-2020                     ,AM 
16020032,20201,2,2,RD N° 543-D-FD-2020                     ,AM 
17020235,20201,2,2,RD N° 546-D-FD-2020                     ,AM 
14020172,20201,2,2,RD N° 545-D-FD-2020                     ,AM 
1113299,20201,2,2,RD N° 546-D-FD-2020                     ,AM 
14020088,20201,2,2,RD N° 409-D-FD-2020                     ,AM 
14020316,20201,2,2,RD N° 410-D-FD-2020                     ,AM 
14020207,20201,2,2,RD N° 413-D-FD-2020                     ,AM 
15020190,20201,2,2,RD N° 414-D-FD-2020                     ,AM 
11020387,20201,2,2,RD N° 415-D-FD-2020                     ,AM 
17020353,20201,2,2,RD N° 416-D-FD-2020                     ,AM 
17020353,20201,2,2,RD N° 416-D-FD-2020                     ,AM 
960770,20201,2,2,RD N° 418-D-FD-2020                     ,AM 
17020335,20201,2,2,RD N° 419-D-FD-2020                     ,AM 
17020335,20201,2,2,RD N° 419-D-FD-2020                     ,AM 
15020113,20201,2,2,RD N° 420-D-FD-2020                     ,AM 
15020320,20201,2,2,RD N° 441-D-FD-2020                     ,AM 
15020320,20201,2,2,RD N° 441-D-FD-2020                     ,AM 
15020049,20201,2,2,RD N° 454-D-FD-2020                     ,AM 
15020049,20201,2,2,RD N° 454-D-FD-2020                     ,AM 
880755,20201,2,2,RD N° 462-D-FD-2020                     ,AM 
880755,20201,2,2,RD N° 462-D-FD-2020                     ,AM 
16020231,20201,2,2,RD N° 468-D-FD-2020                     ,AM 
16020231,20201,2,2,RD N° 468-D-FD-2020                     ,AM 
13020309,20201,2,2,RD N° 469-D-FD-2020                     ,AM 
13020309,20201,2,2,RD N° 469-D-FD-2020                     ,AM 
891107,20201,2,2,RD N° 471-D-FD-2020                     ,AM 
891107,20201,2,2,RD N° 471-D-FD-2020                     ,AM 
12020129,20201,2,2,RD N° 497-D-FD-2020                     ,AM 
12020129,20201,2,2,RD N° 497-D-FD-2020                     ,AM 
11020248,20201,2,2,RD N° 537-D-FD-2020                     ,AM 
11020248,20201,2,2,RD N° 537-D-FD-2020                     ,AM 
11020248,20201,2,2,RD N° 537-D-F-D2020                     ,AM 
17020216,20201,2,2,RD N° 541-D-FD-2020                     ,AM 
17020216,20201,2,2,RD N° 541-D-FD-2020                     ,AM 
12020270,20201,2,2,RD N° 421-D-FD-2020                     ,AM 
12020270,20201,2,2,RD N° 421-D-FD-2020                     ,AM 
18020028,20201,2,2,RD N° 403-D-FD-2020                     ,AM 
14020248,20201,2,2,RD N° 407-D-FD-2020                     ,AM 
16020253,20201,2,2,RD N° 408-D-FD-2020                     ,AM 
14020092,20201,2,2,RD N° 411-D-FD-20                       ,AM 
13020226,20201,2,2,RD N° 404-D-FD-20                       ,AM 
891246,20201,2,2,RD N° 311-D-FD-2020                     ,AM 
8020195,20201,2,2,RD N° 322-D-FD-2020                     ,AM 
8020195,20201,2,2,RD N° 322-D-FD-2020                     ,AM 
13020137,20201,2,2,RD N° 307-D-FD-2020                     ,AM 
17020212,20201,2,2,RD N° 540-D-FD-2020                     ,AM 
17020212,20201,2,2,RD N° 540-D-FD-2020                     ,AM 
11020032,20201,2,2,RD N° 549-D-FD-2020                     ,AM 
17020125,20201,2,2,RD N° 550-D-FD-2020                     ,AM 
17020247,20201,2,2,RD N° 551-D-FD-2020                     ,AM 
17020247,20201,2,2,RD N° 551-D-FD-2020                     ,AM 
1113397,20201,2,2,RD N° 552-D-FD-2020                     ,AM 
1113397,20201,2,2,RD N° 552-D-FD-2020                     ,AM 
18020254,20201,2,2,RD N° 553-D-FD-2020                     ,AM 
14020287,20201,2,2,RD N° 554-D-FD-2020                     ,AM 
17020113,20201,2,2,RD N° 555-D-FD-2020                     ,AM 
12020192,20201,2,2,RD N° 556-D-FD-2020                     ,AM 
12020064,20201,2,2,RD N° 557-D-FD-2020                     ,AM 
12020064,20201,2,2,RD N° 557-D-FD-2020                     ,AM 
18020266,20201,2,2,RD N° 558-D-FD-2020                     ,AM 
14020199,20201,2,2,RD N° 559-D-FD-2020                     ,AM 
14020203,20201,2,2,RD N° 560-D-FD-2020                     ,AM 
14020211,20201,2,2,RD N° 561-D-FD-2020                     ,AM 
80D985  ,20201,2,2,RD N° 562-D-FD-2020                     ,AM 
16020348,20201,2,2,RD N° 563-D-FD-2020                     ,AM 
16020348,20201,2,2,RD N° 563-D-FD-2020                     ,AM 
9020180,20201,2,2,RD N° 564-D-FD-2020                     ,AM 
9020180,20201,2,2,RD N° 564-D-FD-2020                     ,AM 
10020026,20201,2,2,RD N° 565-D-FD-2020                     ,AM 
10020026,20201,2,2,RD N° 565-D-FD-2020                     ,AM 
880830,20201,2,2,RD N° 566-D-FD-2020                     ,AM 
15020074,20201,2,2,RD N° 567-D-FD-2020                     ,AM 
14020224,20201,2,2,RD N° 568-D-FD-2020                     ,AM 
14020224,20201,2,2,RD N° 568-D-FD-2020                     ,AM 
11020081,20201,2,2,RD N° 569-D-FD-2020                     ,AM 
980610,20201,2,2,RD N°304-D-FD-2020                      ,AM 
980610,20201,2,2,RD N°304-D-FD-202                       ,AM 
17020187,20201,2,2,RD N° 571-D-FD-2020                     ,AM 
17020187,20201,2,2,RD N° 571-D-FD-2020                     ,AM 
14020333,20201,2,2,RD N° 572-D-FD-2020                     ,AM 
14020333,20201,2,2,RD N° 572-D-FD-2020                     ,AM 
12020256,20201,2,2,RD N° 574-D-FD-2020                     ,AM 
18020273,20201,2,2,RD N° 575-D-FD-2020                     ,AM 
15020191,20201,2,2,RD N° 577-D-FD-2020                     ,AM 
14020197,20201,2,2,RD N° 306-D-FD-2020                     ,AM 
10020177,20201,2,2,RD N° 436-D-FD-2020                     ,AM 
10020177,20201,2,2,RD N° 436-D-FD-2020                     ,AM 
913457,20201,2,2,RD N° 494-D-FD-2020                     ,AM 
913457,20201,2,2,RD N° 494-D-FD-2020                     ,AM 
9150103,20201,2,2,RD N° 437-D-FD-2020                     ,AM 
9150103,20201,2,2,RD N° 437-D-FD-2020                     ,AM 
890862,20201,2,2,RD N° 476-D-FD-2020                     ,AM 
890862,20201,2,2,RD N° 476-D-FD-2020                     ,AM 
14020006,20201,2,2,RD N° 477-D-FD-2020                     ,AM 
7020043,20201,2,2,RD N° 478-D-FD-2020                     ,AM 
7020043,20201,2,2,RD N° 478-D-FD-2020                     ,AM 
16020428,20201,2,2,RD N° 479-D-FD-2020                     ,AM 
16020428,20201,2,2,RD N° 479-D-FD-2020                     ,AM 
793905,20201,2,2,RD N° 534-D-FD-2020                     ,AM 
14020298,20201,2,2,RD N° 464-D-FD-2020                     ,AM 
13020233,20201,2,2,RD N° 465-D-FD-2020                     ,AM 
13020046,20201,2,2,RD N° 466-D-FD-2020                     ,AM 
6020064,20201,2,2,RD N° 405-D-FD-2020                     ,AM 
10020090,20201,2,2,RD N° 455-D-FD-2020                     ,AM 
10020090,20201,2,2,RD N° 455-D-FD-2020                     ,AM 
10020252,20201,2,2,RD N° 430-D-FD-2020                     ,AM 
14020226,20201,2,2,RD N° 426-D-FD-2020                     ,AM 
14020226,20201,2,2,RD N° 426-D-FD-2020                     ,AM 
16020367,20201,2,2,RD N° 435-D-FD-2020                     ,AM 
12020177,20201,2,2,RD N° 447-D-FD-2020                     ,AM 
3020349,20201,2,2,RD N° 590-D-FD-2020                     ,AM 
3020349,20201,2,2,RD N° 590-D-FD-2020                     ,AM 
900620,20201,2,2,RD N° 600-D-FD-2020                     ,AM 
900620,20201,2,2,RD N° 600-D-FD-2020                     ,AM 
18020206,20201,2,2,RD N° 599-D-FD-2020                     ,AM 
18020206,20201,2,2,RD N° 599-D-FD-2020                     ,AM 
923180,20201,2,2,RD N° 598-D-FD-2020                     ,AM 
15020294,20201,2,2,RD N° 602-D-FD-2020                     ,AM 
15020294,20201,2,2,RD N° 602-D-FD-2020                     ,AM 
901012,20201,2,2,RD N° 601-D-FD-2020                     ,AM 
10020352,20201,2,2,RD N° 603-D-FD-2020                     ,AM 
873041,20201,2,2,RD N° 615-D-FD-2020                     ,AM 
2020191,20201,2,2,RD N° 616-D-FD-2020                     ,AM 
16020318,20201,2,2,RD N° 619-D-FD-2020                     ,AM 
17020178,20201,2,2,RD N° 620-D-FD-2020                     ,AM 
17020178,20201,2,2,RD N° 620-D-FD-2020                     ,AM 
5020299,20201,2,2,RD N° 623-D-FD-2020                     ,AM 
5020299,20201,2,2,RD N° 623-D-FD-2020                     ,AM 
14020387,20201,2,3,RD N° 482-D-FD-2020                     ,AM 
14020387,20201,2,3,RD N° 482-D-FD-2020                     ,AM 
15020226,20201,2,3,RD N° 486-D-FD-2020                     ,AM 
14020380,20201,2,3,RD N° 487-D-FD-2020                     ,AM 
16020460,20201,2,3,RD N° 490-D-FD-2020                     ,AM 
16020460,20201,2,3,RD N° 490-D-FD-2020                     ,AM 
17020452,20201,2,3,RD N° 491-D-FD-2020                     ,AM 
17020452,20201,2,3,RD N° 491-D-FD-2020                     ,AM 
15020430,20201,2,3,RD N° 511-D-FD-2020                     ,AM 
15020430,20201,2,3,RD N° 511-D-FD-2020                     ,AM 
15020161,20201,2,3,RD N°  512-D-FD-2020                    ,AM 
16020439,20201,2,3,RD N° 513-D-FD-2020                     ,AM 
16020439,20201,2,3,RD N° 513-D-FD-2020                     ,TO 
16020476,20201,2,3,RD N° 514-D-FD-2020                     ,TO 
16020476,20201,2,3,RD N° 514-D-FD-2020                     ,TO 
14020408,20201,2,3,RD N° 515-D-FD-2020                     ,TO 
16020421,20201,2,3,RD N° 517-D-FD-2020                     ,TO 
16020465,20201,2,3,RD N° 518-D-FD-2020                     ,TO 
14020096,20201,2,3,RD N° 522-D-FD-2020                     ,AM 
16020452,20201,2,3,RD N° 523-D-FD-2020                     ,AM 
16020420,20201,2,3,RD N° 524-D-FD-2020                     ,TO 
16020420,20201,2,3,RD N° 524-D-FD-2020                     ,TO 
5020109,20201,2,3,RD N° 525-D-FD-2020                     ,TO 
5020109,20201,2,3,RD N° 525-D-FD-2020                     ,TO 
5020109,20201,2,3,RD N° 525-D-FD-2020                     ,TO 
5020109,20201,2,3,RD N° 525-D-FD-2020                     ,TO 
5020109,20201,2,3,RD N° 525-D-FD-2020                     ,TO 
5020109,20201,2,3,RD N° 525-D-FD-2020                     ,TO 
14020372,20201,2,3,RD N° 526-D-FD-2020                     ,TO 
14020372,20201,2,3,RD N° 526-D-FD-2020                     ,TO 
15020410,20201,2,3,RD N° 529-D-FD-2020                     ,TO 
17020456,20201,2,3,RD N° 530-D-FD-2020                     ,TO 
17020459,20201,2,3,RD N° 532-D-FD-20                       ,TO 
13020219,20201,2,3,RD N° 499-D-FD-2020                     ,AM 
13020219,20201,2,3,RD N° 499-D-FD2020                      ,TO 
8150312,20201,2,3,RD N° 500-D-FD-2020                     ,TO 
8150312,20201,2,3,RD N° 500-D-FD-2020                     ,TO 
17020438,20201,2,3,RD N! 502-D-FD-2020                     ,TO 
16020004,20201,2,3,RD N° 504-D-FD-2020                     ,TO 
15020427,20201,2,3,RD N° 505-D-FD-2020                     ,TO 
15020135,20201,2,3,RD N° 506-D-FD-2020                     ,TO 
14020427,20201,2,3,RD N° 507-D-FD-2020                     ,TO 
16020036,20201,2,3,RD N° 508-D-FD-2020                     ,TO 
12150266,20201,2,3,RD N° 509-D-FD-2020                     ,TO 
12150266,20201,2,3,RD N° 509-D-FD-2020                     ,AM 
12020359,20201,2,3,RD N° 510-D-FD-2020                     ,AM 
12020359,20201,2,3,RD N° 510-D-FD-2020                     ,AM 
17020406,20201,2,3,RD N° 481-D-FD-2020                     ,AM 
17020406,20201,2,3,RD N° 481-D-FD-2020                     ,AM 
12020118,20201,2,3,RD N° 503-D-FD-2020                     ,AM 
12020118,20201,2,3,RD N° 503-D-FD-2020                     ,AM 
2020287,20201,2,3,RD N° 501-D-FD-2020                     ,AM 
2020287,20201,2,3,RD N° 501-D-FD-2020                     ,AM 
5020104,20201,2,3,RD N° 493-D-FD-2020                     ,AM 
16020426,20201,2,3,RD N° 492-D-FD-2020                     ,AM 
16020426,20201,2,3,RD N° 492-D-FD-2020                     ,AM 
15020393,20201,2,3,RD N° 488-D-FD-2020                     ,AM 
15020393,20201,2,3,RD N° 488-D-FD-2020                     ,AM 
12020370,20201,2,3,RD N° 485-D-FD-2020                     ,AM 
15020368,20201,2,3,RD N° 484-D-FD-2020                     ,AM 
12020111,20201,2,3,RD N° 483-D-FD-2020                     ,AM 
5020111,20201,2,3,RD N° 533-D-FD-2020                     ,AM 
14020097,20201,2,3,RD N° 528-D-FD-2020                     ,AM 
15020415,20201,2,3,RD N° 527-D-FD-2020                     ,AM 
15020371,20201,2,3,RD N° 521-D-FD-2020                     ,AM 
17020460,20201,2,3,RD N° 519-D-FD-2020                     ,AM 
17020460,20201,2,3,RD N° 519-D-FD-2020                     ,AM 
8020112,20201,2,3,RD N° 516-D-FD-2020                     ,AM 
17020447,20201,2,3,RD N° 579-D-FD-2020                     ,AM 
17020447,20201,2,3,RD N° 579-D-FD-2020                     ,AM 
11020275,20201,2,3,RD N° 588-D-FD-2020                     ,AM 
14020436,20201,2,3,RD N° 589-D-FD-2020                     ,AM 
14020436,20201,2,3,RD N° 589-D-FD-2020                     ,AM 
12020351,20201,2,3,RD N° 607-D-FD-2020                     ,AM 
12020351,20201,2,3,RD N° 607-D-FD-2020                     ,AM 
17020154,20201,2,3,RD N° 618-D-FD-2020                     ,AM 
17020154,20201,2,3,RD N° 618-D-FD-2020                     ,AM 
17020413,20201,2,3,RD N° 621-D-FD-2020                     ,AM 
17020413,20201,2,3,RD N° 621-D-FD-2020                     ,AM 
12020111,20201,2,3,RD N° 548-D-FD-2020                     ,AM 
13030222,20201,3,1,RD Nº251-D-FLCH                         ,AM 
13030222,20201,3,1,RD Nº251-D-FLCH                         ,AM 
16030093,20201,3,1,RD Nº 251-D-FLCH                        ,AM 
16030123,20201,3,1,RD NC251-D-FLCH                         ,AM 
4030122,20201,3,1,RD Nº251-D-FLCH                         ,AM 
4030122,20201,3,1,RD Nº251-D-FLCH                         ,AM 
5030139,20201,3,1,RD Nº 251-D-FLH                         ,AM 
5030139,20201,3,1,RD Nº251-D-FLCH                         ,AM 
5030139,20201,3,1,RD Nº251-D-FLCH                         ,AM 
14030004,20201,3,1,RD Nº251-D-FLCH                         ,AM 
14030004,20201,3,1,RD Nº251-D-FLCH                         ,AM 
14030004,20201,3,1,RD Nº251-D-FLCH                         ,AM 
14030004,20201,3,1,RD Nº251-D-FLCH                         ,AM 
14030099,20201,3,1,RD Nº251-D-FLCH                         ,AM 
13030119,20201,3,1,RD Nº251-D-FLCH                         ,AM 
13030014,20201,3,1,RD N°227-D-FLCH                         ,AM 
13030014,20201,3,1,RD N°227-D-FLCH                         ,AM 
13030014,20201,3,1,RD N°227-D-FLCH                         ,AM 
12030135,20201,3,1,RD N°227-D-FLCH                         ,AM 
3030007,20201,3,1,RD N°227-D-FLCH                         ,AM 
16030100,20201,3,1,RD N°227-D-FLCH                         ,AM 
10030007,20201,3,1,RD N°227-D-FLCH                         ,AM 
16030106,20201,3,1,RD N°227-D-FLCH                         ,AM 
10030011,20201,3,1,RD N°227-D-FLCH                         ,AM 
10030011,20201,3,1,RD N°227-D-FLCH                         ,AM 
14030008,20201,3,1,RD N°227-D-FLCH                         ,AM 
10030125,20201,3,1,RD N°227-D-FLCH                         ,AM 
10030125,20201,3,1,RD N°227-D-FLCH                         ,AM 
10030141,20201,3,1,RD N°227-D-FLCH                         ,AM 
5030009,20201,3,1,RD N°227-D-FLCH                         ,AM 
10030275,20201,3,1,RD N°227-D-FLCH                         ,AM 
10030275,20201,3,1,RD N°227-D-FLCH                         ,AM 
8030125,20201,3,1,RD N°227-D-FLCH                         ,AM 
8030125,20201,3,1,RD N°227-D-FLCH                         ,AM 
13030002,20201,3,1,RD N°227-D-FLCH                         ,AM 
13030002,20201,3,1,RD N°227-D-FLCH                         ,AM 
12030155,20201,3,1,RD N°227-D-FLCH                         ,AM 
16030114,20201,3,1,RD N°227-D-FLCH                         ,AM 
80F450  ,20201,3,1,RD N°227-D-FLCH                         ,AM 
80F450  ,20201,3,1,RD N°227-D-FLCH                         ,AM 
15030008,20201,3,1,RD N° 227-D-FLCH                        ,AM 
17030017,20201,3,1,RD N°227-D-FLCH                         ,AM 
5030117,20201,3,1,RD N°227-D-FLCH                         ,AM 
111314,20201,3,1,RD N°227-D-FLCH                         ,AM 
8030132,20201,3,1,RD N°227-D-FLCH                         ,AM 
8030132,20201,3,1,RD N°227-D-FLCH                         ,AM 
6030093,20201,3,1,RD N°227-D-FLCH                         ,AM 
12030153,20201,3,1,RD N° 227-D-FLCH                        ,AM 
12030153,20201,3,1,RD N°227-D-FLCH                         ,AM 
16030118,20201,3,1,RD N° 227-D-FLCH                        ,AM 
16030118,20201,3,1,RD N°227-D-FLCH                         ,AM 
16030118,20201,3,1,RD N°227-D-FLCH                         ,AM 
